收款商户号,支付记录编号,支付时间,支付金额,收入金额,通道号,银行支付记录编号,成功日期,清算勾兑日期,内扣手续费,外扣手续费,对账类型,记录生成日期,
20121114018,20130329134141,2013/3/29 21:27:59,1000,5.96,104,,2013/3/29 21:28:00,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134138,2013/3/29 20:47:29,1000,5.96,104,,2013/3/29 20:47:30,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134131,2013/3/29 19:47:24,1000,5.96,104,,2013/3/29 19:47:24,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134130,2013/3/29 19:30:19,100,0.596,104,,2013/3/29 19:30:19,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134123,2013/3/29 19:10:35,1200,7.152,104,,2013/3/29 19:10:35,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134111,2013/3/29 17:16:05,1000,5.96,104,,2013/3/29 17:16:06,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134107,2013/3/29 17:00:39,2000,11.92,104,,2013/3/29 17:00:39,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134104,2013/3/29 16:45:27,1000,5.96,104,,2013/3/29 16:45:28,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134103,2013/3/29 16:44:11,1000,5.96,104,,2013/3/29 16:44:12,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134102,2013/3/29 16:18:58,1000,5.96,104,,2013/3/29 16:18:59,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134096,2013/3/29 15:14:31,30000,178.8,104,,2013/3/29 15:14:31,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134092,2013/3/29 15:01:03,27100,161.516,104,,2013/3/29 15:01:04,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134083,2013/3/29 14:58:18,3000,17.88,104,,2013/3/29 14:58:18,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134076,2013/3/29 14:56:19,10000,59.6,104,,2013/3/29 14:56:19,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134071,2013/3/29 14:55:44,200000,1192,104,,2013/3/29 14:55:45,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134059,2013/3/29 14:52:55,2000,11.92,104,,2013/3/29 14:52:56,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134057,2013/3/29 14:52:44,2000,11.92,104,,2013/3/29 14:52:44,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134053,2013/3/29 14:52:18,2000,11.92,104,,2013/3/29 14:52:18,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134050,2013/3/29 14:52:12,20000,119.2,104,,2013/3/29 14:52:13,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134048,2013/3/29 14:51:36,2000,11.92,104,,2013/3/29 14:51:36,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134047,2013/3/29 14:51:35,2700,16.092,104,,2013/3/29 14:51:36,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134045,2013/3/29 14:51:11,2000,11.92,104,,2013/3/29 14:51:12,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134043,2013/3/29 14:50:36,3000,17.88,104,,2013/3/29 14:50:36,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134027,2013/3/29 14:44:05,60000,357.6,104,,2013/3/29 14:44:06,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134021,2013/3/29 14:43:08,7000,41.72,104,,2013/3/29 14:43:09,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134013,2013/3/29 14:37:06,1000,5.96,104,,2013/3/29 14:37:07,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134011,2013/3/29 14:36:26,6568,39.14528,104,,2013/3/29 14:36:26,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134009,2013/3/29 14:35:22,100,0.596,104,,2013/3/29 14:35:23,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134007,2013/3/29 14:34:45,10000,59.6,104,,2013/3/29 14:34:46,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329134001,2013/3/29 14:31:48,5000,29.8,104,,2013/3/29 14:31:49,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133997,2013/3/29 14:30:33,5000,29.8,104,,2013/3/29 14:30:33,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133995,2013/3/29 14:29:18,5000,29.8,104,,2013/3/29 14:29:19,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133974,2013/3/29 14:20:55,1000,5.96,104,,2013/3/29 14:20:55,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133973,2013/3/29 14:20:26,20000,119.2,104,,2013/3/29 14:20:27,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133971,2013/3/29 14:19:38,10000,59.6,104,,2013/3/29 14:19:39,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133969,2013/3/29 14:19:06,10000,59.6,104,,2013/3/29 14:19:06,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133954,2013/3/29 14:10:26,5000,29.8,104,,2013/3/29 14:10:27,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133952,2013/3/29 14:04:25,10000,59.6,104,,2013/3/29 14:04:26,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133948,2013/3/29 14:02:18,26000,154.96,104,,2013/3/29 14:02:18,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133945,2013/3/29 13:57:57,50000,298,104,,2013/3/29 13:57:57,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133941,2013/3/29 13:53:42,1000,5.96,104,,2013/3/29 13:53:43,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133935,2013/3/29 13:51:18,1000,5.96,104,,2013/3/29 13:51:19,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133932,2013/3/29 13:44:45,5000,29.8,104,,2013/3/29 13:44:45,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133923,2013/3/29 13:36:28,1000,5.96,104,,2013/3/29 13:36:29,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133912,2013/3/29 13:30:22,1000,5.96,104,,2013/3/29 13:30:23,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133904,2013/3/29 13:22:53,2000,11.92,104,,2013/3/29 13:22:54,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133898,2013/3/29 13:16:08,100,0.596,104,,2013/3/29 13:16:09,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133888,2013/3/29 13:07:43,1050,6.258,104,,2013/3/29 13:07:44,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133877,2013/3/29 12:51:12,2000,11.92,104,,2013/3/29 12:51:12,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133875,2013/3/29 12:49:17,4000,23.84,104,,2013/3/29 12:49:18,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133872,2013/3/29 12:46:57,1000,5.96,104,,2013/3/29 12:46:57,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133871,2013/3/29 12:42:38,80000,476.8,104,,2013/3/29 12:42:39,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133864,2013/3/29 12:33:57,3000,17.88,104,,2013/3/29 12:33:58,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133861,2013/3/29 12:30:33,7000,41.72,104,,2013/3/29 12:30:34,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133848,2013/3/29 12:13:50,10000,59.6,104,,2013/3/29 12:13:51,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133846,2013/3/29 12:07:54,20000,119.2,104,,2013/3/29 12:07:55,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133843,2013/3/29 12:05:49,6300,37.548,104,,2013/3/29 12:05:49,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133820,2013/3/29 11:30:41,1000,5.96,104,,2013/3/29 11:30:42,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133814,2013/3/29 11:23:41,1000,5.96,104,,2013/3/29 11:23:42,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133810,2013/3/29 11:19:57,5000,29.8,104,,2013/3/29 11:19:58,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133804,2013/3/29 11:14:51,2000,11.92,104,,2013/3/29 11:14:51,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133796,2013/3/29 11:06:25,5000,29.8,104,,2013/3/29 11:06:26,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133795,2013/3/29 11:06:23,600,3.576,104,,2013/3/29 11:06:24,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133794,2013/3/29 11:05:09,10000,59.6,104,,2013/3/29 11:05:09,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133793,2013/3/29 11:01:13,1000,5.96,104,,2013/3/29 11:01:14,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133792,2013/3/29 11:01:09,1000,5.96,104,,2013/3/29 11:01:09,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133787,2013/3/29 10:53:05,2000,11.92,104,,2013/3/29 10:53:06,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133785,2013/3/29 10:51:37,2000,11.92,104,,2013/3/29 10:51:38,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133770,2013/3/29 10:40:33,2000,11.92,104,,2013/3/29 10:40:33,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133769,2013/3/29 10:40:12,1000,5.96,104,,2013/3/29 10:40:13,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133765,2013/3/29 10:33:31,1000,5.96,104,,2013/3/29 10:33:32,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133761,2013/3/29 10:30:51,1000,5.96,104,,2013/3/29 10:30:52,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133759,2013/3/29 10:27:32,1300,7.748,104,,2013/3/29 10:27:33,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
20121114018,20130329133758,2013/3/29 10:27:28,1000,5.96,104,,2013/3/29 10:27:29,2013/3/29 0:00:00,,,1,2013/4/1 9:44:04,
