收款商户号,支付记录编号,支付时间,支付金额,收入金额,通道号,银行支付记录编号,成功日期,清算勾兑日期,内扣手续费,外扣手续费,对账类型,记录生成日期,
20121114018,20130327132494,2013/3/27 21:57:35,3000,17.88,104,,2013/3/27 21:57:36,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132483,2013/3/27 21:42:45,1000,5.96,104,,2013/3/27 21:42:46,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132475,2013/3/27 21:25:02,1500,8.94,104,,2013/3/27 21:25:02,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132474,2013/3/27 21:24:46,1,0.00596,104,,2013/3/27 21:24:47,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132472,2013/3/27 21:20:44,1000,5.96,104,,2013/3/27 21:20:45,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132471,2013/3/27 21:17:41,4700,28.012,104,,2013/3/27 21:17:42,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132469,2013/3/27 21:10:50,1,0.00596,104,,2013/3/27 21:10:51,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132467,2013/3/27 21:06:33,40000,238.4,104,,2013/3/27 21:06:34,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132465,2013/3/27 21:03:57,38000,226.48,104,,2013/3/27 21:03:57,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132463,2013/3/27 20:58:01,30000,178.8,104,,2013/3/27 20:58:02,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132459,2013/3/27 20:52:20,1000,5.96,104,,2013/3/27 20:52:20,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132458,2013/3/27 20:50:07,2000,11.92,104,,2013/3/27 20:50:08,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132455,2013/3/27 20:44:29,6000,35.76,104,,2013/3/27 20:44:29,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132452,2013/3/27 20:35:43,10000,59.6,104,,2013/3/27 20:35:44,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132450,2013/3/27 20:32:58,30000,178.8,104,,2013/3/27 20:32:58,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132448,2013/3/27 20:26:39,10000,59.6,104,,2013/3/27 20:26:40,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132446,2013/3/27 20:25:35,5000,29.8,104,,2013/3/27 20:25:35,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132445,2013/3/27 20:23:13,1000,5.96,104,,2013/3/27 20:23:14,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132439,2013/3/27 20:10:48,5000,29.8,104,,2013/3/27 20:10:48,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132438,2013/3/27 20:09:42,5000,29.8,104,,2013/3/27 20:09:43,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132437,2013/3/27 20:09:21,5000,29.8,104,,2013/3/27 20:09:21,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132435,2013/3/27 20:07:09,3000,17.88,104,,2013/3/27 20:07:09,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132434,2013/3/27 20:02:11,1000,5.96,104,,2013/3/27 20:02:12,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132433,2013/3/27 20:00:46,2000,11.92,104,,2013/3/27 20:00:46,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132431,2013/3/27 19:57:46,500,2.98,104,,2013/3/27 19:57:47,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132423,2013/3/27 19:26:05,3000,17.88,104,,2013/3/27 19:26:06,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132421,2013/3/27 19:11:54,3000,17.88,104,,2013/3/27 19:11:55,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132419,2013/3/27 19:10:10,2000,11.92,104,,2013/3/27 19:10:11,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132417,2013/3/27 19:00:29,19000,113.24,104,,2013/3/27 19:00:30,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132412,2013/3/27 18:43:03,1000,5.96,104,,2013/3/27 18:43:03,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132410,2013/3/27 18:20:52,1000,5.96,104,,2013/3/27 18:20:52,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132409,2013/3/27 18:19:56,1000,5.96,104,,2013/3/27 18:19:57,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132406,2013/3/27 18:13:02,1000,5.96,104,,2013/3/27 18:13:03,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132398,2013/3/27 17:54:18,1000,5.96,104,,2013/3/27 17:54:19,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132389,2013/3/27 17:11:12,4000,23.84,104,,2013/3/27 17:11:13,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132387,2013/3/27 17:06:00,300,1.788,104,,2013/3/27 17:06:01,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132383,2013/3/27 16:53:30,1000,5.96,104,,2013/3/27 16:53:30,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132382,2013/3/27 16:47:56,1500,8.94,104,,2013/3/27 16:47:56,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132381,2013/3/27 16:47:54,1500,8.94,104,,2013/3/27 16:47:55,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132380,2013/3/27 16:47:52,2000,11.92,104,,2013/3/27 16:47:53,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132379,2013/3/27 16:46:35,3000,17.88,104,,2013/3/27 16:46:35,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132378,2013/3/27 16:44:38,1000,5.96,104,,2013/3/27 16:44:39,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132374,2013/3/27 16:27:33,20000,119.2,104,,2013/3/27 16:27:34,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
20121114018,20130327132372,2013/3/27 16:13:40,1000,5.96,104,,2013/3/27 16:13:41,2013/3/27 0:00:00,,,1,2013/3/28 9:43:09,
