收款商户号,支付记录编号,出款产品类型,出款金额,收入金额,银行接口编号,银行成功日期,内扣银行手续费,外扣银行手续费,记录生成日期
20121114018,20130327001,1,1100,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327002,1,1897810,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327003,1,1365054.55,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327004,1,321920,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327005,1,50000,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327006,1,10000,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327007,1,76300,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327008,1,241671.01,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327009,1,1000,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327010,1,2000,0,10000000,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022488,2,10077.84,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022529,2,0.01,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022482,2,2008.37,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022511,2,9361.26,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022544,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022548,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022549,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022550,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022507,2,613.78,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022531,2,5,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022500,2,10006.11,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022486,2,100051.59,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022485,2,2015.59,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022535,2,8030.53,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022536,2,5858.79,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022538,2,6225.51,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022543,2,1016.57,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022539,2,1013.78,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022571,2,3032.21,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022551,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022506,2,4005.09,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022570,2,3516.87,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022563,2,404.16,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022567,2,1358.41,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022521,2,1043.62,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022542,2,5013.57,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022522,2,3001.59,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022483,2,110600.14,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022527,2,2010.52,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022512,2,281184.75,5.5,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022541,2,281.48,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022501,2,3407.06,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022508,2,500.64,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022502,2,3002.75,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022547,2,11032.06,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022552,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022553,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022526,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022525,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022523,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022546,2,10028.29,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022498,2,30000,5.5,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022503,2,3604.34,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022519,2,1000.53,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022510,2,1000.92,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022555,2,1001.58,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022487,2,100.24,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022499,2,15016.36,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022554,2,0.01,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022505,2,10017.19,2,800001,2013/3/27 0:00:00,,,2013/3/28 0:00:00
20121114018,20130327022540,2,994.84,2,800002,2013/3/27 0:00:00,,,2013/3/28 0:00:00
