ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
ssn11|2013-10-29|100.00
